Price,Area,Baths,Beds,Latitude,Longitude,Month,Year
360.0,50.0,1.0,1.0,-34.876799,-56.177896,2,2020
1223.6,10.0,1.0,1.0,-34.910376,-56.133742,2,2020
620.0,56.0,1.0,2.0,-34.85234,-56.19511,2,2020
230.0,80.0,1.0,2.0,-34.847868,-56.240044,2,2020
169556.0,84.0,2.0,2.0,-34.903143,-56.159899,2,2020
183540.0,84.0,2.0,,-34.903284,-56.159728,2,2020
201020.0,65.0,2.0,3.0,-34.917752,-56.164649,2,2020
122360.0,65.0,1.0,2.0,-34.909098,-56.187738,2,2020
170430.0,106.0,1.0,3.0,-34.881962,-56.142606,2,2020
209760.0,179.0,1.0,3.0,-34.8853544,-56.1295604,2,2020
27968.0,27.0,1.0,,-34.768949,-55.57304,2,2020
340860.0,20.0,1.0,2.0,-34.8995551,-56.1382116,2,2020
59432.0,76.0,1.0,3.0,-34.826434,-56.104314,10,2019
15732.0,76.0,1.0,3.0,-34.826434,-56.104314,10,2019
121486.0,88.0,1.0,2.0,-34.886776,-56.185112,10,2019
87400.0,91.0,,,-34.90507,-56.203092,10,2019
227240.0,77.0,2.0,2.0,-34.903319,-56.129535,10,2019
680.0,80.0,2.0,2.0,-34.896718,-56.113261,10,2019
700.0,90.0,1.0,2.0,-34.902955,-56.158361,10,2019
113620.0,87.0,,,-34.907349,-56.201248,5,2019
192280.0,67.0,1.0,2.0,-34.906811,-56.154739,5,2019
18179.2,40.0,1.0,1.0,-34.902492,-56.162474,5,2019
109250.0,45.0,1.0,1.0,-34.908278,-56.147643,5,2019
249090.0,101.0,1.0,3.0,-34.905852,-56.151437,5,2019
104880.0,79.0,1.0,2.0,-34.866606,-56.180622,5,2019
100510.0,81.0,1.0,2.0,-34.867201,-56.180775,5,2019
130226.0,56.0,1.0,2.0,-34.882193,-56.152953,5,2019
114083.22,66.0,1.0,2.0,-34.886961,-56.163293,5,2019
113620.0,46.0,1.0,1.0,-34.886929,-56.163274,5,2019
104006.0,45.0,1.0,1.0,-34.882193,-56.152953,5,2019
117990.0,48.0,1.0,1.0,-34.886897,-56.163333,5,2019
166060.0,46.0,1.0,1.0,-34.924329,-56.16035,5,2019
300.0,100.0,1.0,1.0,-34.83051,-55.951404,5,2019
260.0,100.0,1.0,,-34.83034,-55.955661,5,2019
400.0,10.0,1.0,1.0,-34.83952,-55.977402,5,2019
360.0,135.0,1.0,2.0,-34.873081,-56.139193,5,2019
360.0,65.0,1.0,,-34.8964164035,-56.1672914028,5,2019
520.0,80.0,1.0,2.0,-34.872465,-56.032569,5,2019
350.0,40.0,1.0,1.0,-34.902193,-56.169877,5,2019
370.0,41.0,1.0,1.0,-34.887018,-56.106558,5,2019
370.0,41.0,1.0,1.0,-34.887008,-56.106491,5,2019
490.0,42.0,1.0,1.0,-34.908434,-56.147357,5,2019
280.0,10.0,1.0,,-34.910354,-56.148334,5,2019
520.0,75.0,1.0,3.0,-34.8592,-56.030497,5,2019
360.0,50.0,1.0,,-34.8812047849,-56.1942315102,5,2019
400.0,60.0,1.0,1.0,-34.904551,-56.165113,5,2019
470.0,65.0,1.0,2.0,-34.896315,-56.165843,5,2019
300.0,50.0,1.0,,-34.8814952269,-56.1098384857,5,2019
310.0,40.0,1.0,,-34.8993510373,-56.1607950926,5,2019
132848.0,146.0,2.0,3.0,-34.815812,-55.959721,5,2019
157320.0,184.0,2.0,4.0,-34.869197,-56.163809,5,2019
305900.0,151.0,2.0,3.0,-34.916622,-56.151853,5,2019
1477.06,103.0,2.0,2.0,-34.867662,-56.0702,5,2019
1302.26,75.0,2.0,2.0,-34.86731,-56.070915,5,2019
231610.0,56.0,2.0,2.0,-34.900451,-56.151531,5,2019
510.0,146.0,2.0,3.0,-34.815882,-55.960193,5,2019
680.0,80.0,2.0,2.0,-34.896718,-56.113261,5,2019
198398.0,105.0,3.0,2.0,-34.906304,-56.190785,5,2019
2272.4,130.0,3.0,3.0,-34.879626,-56.043754,5,2019
126730.0,80.0,1.0,3.0,-34.869859,-56.164105,11,2019
60306.0,118.0,1.0,4.0,-34.764576,-56.13931,11,2019
109250.0,108.0,1.0,4.0,-34.884408,-56.184994,11,2019
144210.0,71.0,1.0,2.0,-34.894942,-56.113315,11,2019
